Dataset,"BIS Selected property prices"
Retrieved on,Thu Feb 16 15:37:05 GMT 2017
Subject,"BIS property prices: selected series"
"Frequency","Quarterly"
"Unit Multiplier","Units"
"Frequency","Reference area","Value","Unit of measure","Time Period","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4"
"Q:Quarterly","US:United States","N:Nominal","628:Index, 2010 = 100","Q:US:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.54","17.33","17.44","18.14","18.84","19.6","20.46","21.18","21.87","22.7","23.5","24.38","25.22","26.26","27.39","28.45","29.44","30.07","30.62","31.4","32.07","32.66","33.12","33.39","33.72","33.91","33.96","33.99","34.19","34.53","34.99","35.47","35.91","36.38","36.82","37.26","37.6","38.07","38.72","39.25","40","40.76","41.58","42.53","43.43","44.56","45.6","46.57","47.49","48.29","49.47","50.86","52.13","53.25","53.99","54.72","55.47","56.03","56.12","55.91","55.6","55.32","55.47","55.42","55.26","55.37","55.27","55.18","55.36","55.52","55.76","56.19","56.67","56.9","57.21","57.5","57.74","58","58.33","58.76","59.11","59.58","60.01","60.33","60.72","61.21","61.81","62.58","63.54","64.66","65.64","66.78","68.02","69.09","70.45","71.86","73.39","75.23","77.13","78.83","80.61","82.44","83.95","85.52","86.91","88.52","90.78","93.03","95.01","96.92","99","101.87","105.23","108.86","113.17","117.27","121.62","126.66","131.68","136.25","140.27","142.63","142.08","140.97","140.62","139.06","134.95","130.69","126.36","121.01","115.18","109.77","104.07","100.93","100.85","101.3","101.66","101.7","101.05","99.09","98.15","97.26","96.88","97.32","97.33","98.4","100.87","102.9","105.08","107.8","110.8","113.55","115.87","117.45","118.28","119.81","121.63","123.45","125.04","126.55","128.13","129.95","131.65","134.07",""
"Q:Quarterly","US:United States","N:Nominal","771:Year-on-year changes, in per cent","Q:US:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.92","13.06","17.27","16.78","16.12","15.82","14.9","15.1","15.3","15.69","16.53","16.69","16.72","14.54","11.8","10.37","8.92","8.6","8.18","6.34","5.17","3.83","2.53","1.77","1.37","1.83","3.04","4.36","5.05","5.33","5.22","5.06","4.69","4.66","5.15","5.33","6.38","7.06","7.39","8.36","8.59","9.33","9.68","9.5","9.35","8.36","8.47","9.21","9.76","10.27","9.16","7.59","6.41","5.24","3.93","2.17","0.24","-1.28","-1.15","-0.88","-0.62","0.1","-0.36","-0.42","0.18","0.27","0.89","1.83","2.36","2.49","2.6","2.33","1.89","1.92","1.95","2.19","2.37","2.74","2.88","2.67","2.72","2.73","3","3.72","4.65","5.63","6.2","6.73","7.05","6.85","7.31","7.6","7.9","8.89","9.49","9.7","9.83","9.58","8.84","8.49","7.82","7.37","8.14","8.78","9.32","9.49","9.05","9.51","10.75","12.32","14.32","15.12","15.58","16.35","16.35","16.18","15.34","12.6","7.9","3.47","0.25","-2.5","-5.02","-7.3","-10.14","-12.98","-14.65","-16.01","-17.64","-16.6","-12.44","-7.72","-2.31","0.77","0.2","-2.18","-3.45","-4.36","-4.13","-1.79","-0.83","1.17","4.12","5.73","7.95","9.55","9.84","10.35","10.27","8.95","6.75","5.51","4.97","5.11","5.72","5.63","5.34","5.27","5.28","5.94",""
"Q:Quarterly","US:United States","R:Real","628:Index, 2010 = 100","Q:US:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.28","67.77","67.36","68.95","70.78","72.38","73.93","75.48","77.1","78.64","79.42","80.48","81.6","82.9","83.57","84.03","84.54","83.08","81.59","82.17","81.75","81.12","80.4","78.83","78.48","78.28","77.22","75.85","76.12","76.94","76.99","77.13","77.41","77.54","77.64","77.73","77.86","78.34","78.7","79.22","80.02","81.36","83.18","84.47","85.79","87.05","87.92","88.77","89.77","90.72","91.77","93.12","94.46","95.43","95.21","95.72","96.1","95.43","94.62","92.66","90.69","89.48","89.21","88.42","87.51","87.08","86.22","85.4","85.07","84.6","84.32","84.64","84.77","84.58","84.51","84.19","84.14","83.82","83.57","83.82","83.92","83.82","83.6","83.6","83.53","83.65","84.14","84.84","85.8","87.08","87.94","89.12","90.45","91.52","92.43","93.7","95.11","96.54","97.94","99.3","100.99","102.31","103.11","104.9","106.91","108.5","110.08","112.32","114.36","115.49","117.54","120.35","124.3","127.44","130.62","134.87","139.04","143.9","147.63","150.91","154.59","156.34","153.15","151.11","152.03","148.82","141.7","136.85","131.39","124.41","115.87","109.16","106.5","103.8","102.63","102.4","102.56","102.19","101.06","99","97.77","95.68","93.67","93.71","93.87","94.15","95.72","97.43","99.46","101.43","103.69","105.87","108.33","108.98","108.47","109.75","112.32","114.62","114.72","115.8","117.77","119.37","119.53","121.32",""
"Q:Quarterly","US:United States","R:Real","771:Year-on-year changes, in per cent","Q:US:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42","6.8","9.75","9.47","8.92","8.64","7.42","6.62","5.84","5.42","5.23","4.41","3.61","0.23","-2.36","-2.21","-3.3","-2.37","-1.46","-4.06","-4","-3.5","-3.96","-3.78","-3.01","-1.71","-0.29","1.69","1.69","0.77","0.84","0.77","0.59","1.04","1.36","1.92","2.77","3.86","5.69","6.62","7.21","6.98","5.7","5.1","4.64","4.22","4.38","4.9","5.23","5.19","3.74","2.78","1.73","0","-0.62","-3.19","-5.63","-6.23","-5.72","-4.58","-3.5","-2.69","-3.35","-3.42","-2.78","-2.84","-2.19","-0.89","-0.36","-0.02","0.22","-0.54","-0.74","-0.9","-1.11","-0.44","-0.27","0","0.04","-0.27","-0.46","-0.21","0.64","1.49","2.72","4.11","4.53","5.05","5.42","5.1","5.1","5.13","5.14","5.48","5.96","5.98","6.19","5.99","5.29","5.64","5.86","6.05","6.76","7.07","6.97","6.44","6.77","7.15","8.69","10.35","11.13","12.06","11.86","12.92","13.02","11.9","11.18","8.64","3.74","0.13","-1.66","-4.81","-7.47","-9.43","-13.58","-16.4","-18.23","-20.24","-18.94","-16.56","-11.43","-6.19","-3.7","-1.55","-1.54","-3.31","-4.66","-6.37","-7.31","-5.35","-3.99","-1.6","2.19","3.97","5.95","7.74","8.33","8.67","8.93","7.44","4.61","3.66","3.68","5.18","5.76","5.51","4.86","4.14","4.19","4.77",""
"Q:Quarterly","XM:Euro area","N:Nominal","628:Index, 2010 = 100","Q:XM:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.32","22.62","23.22","24.11","25.31","26.18","26.74","26.97","26.89","26.98","27.24","27.66","28.26","28.73","29.05","29.23","29.28","29.36","29.47","29.61","29.79","29.99","30.21","30.44","30.7","31.09","31.61","32.26","33.04","33.82","34.62","35.42","36.22","37.13","38.15","39.26","40.48","41.71","42.93","44.16","45.4","46.57","47.68","48.72","49.71","50.59","51.38","52.06","52.65","53.15","53.56","53.89","54.12","54.39","54.68","55.01","55.36","55.66","55.91","56.1","56.23","56.4","56.61","56.87","57.16","57.65","58.06","58.08","57.82","58.73","59.17","59.07","58.96","59.99","60.93","60.87","61.53","62.48","63.73","64.09","65.13","66.19","67.31","67.69","68.7","69.76","71.01","71.35","72.84","74.34","75.69","76.11","77.29","78.74","80.08","80.93","82.06","83.82","85.62","86.77","88.23","90.02","91.9","93.11","94.55","96.26","97.83","98.7","99.55","100.72","102.16","102.41","103.1","103.49","103.32","101.75","100.03","98.89","99.1","99.18","98.87","99.82","100.52","100.79","100.62","101.01","101.52","100.45","99.82","99.56","99","98.37","97.26","97.38","97.8","97.06","96.93","97.74","98.52","97.95","98.1","98.98","100.04","100.1","100.83","102.07","103.57",""
"Q:Quarterly","XM:Euro area","N:Nominal","771:Year-on-year changes, in per cent","Q:XM:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.37","15.74","15.16","11.86","6.25","3.04","1.86","2.56","5.11","6.48","6.66","5.67","3.59","2.2","1.45","1.3","1.75","2.15","2.5","2.81","3.06","3.68","4.65","5.96","7.61","8.79","9.51","9.79","9.64","9.78","10.2","10.86","11.76","12.32","12.55","12.48","12.14","11.66","11.05","10.33","9.49","8.63","7.76","6.85","5.92","5.06","4.25","3.5","2.79","2.33","2.09","2.08","2.3","2.35","2.24","1.98","1.56","1.32","1.26","1.37","1.65","2.22","2.56","2.14","1.16","1.88","1.9","1.69","1.98","2.15","2.98","3.06","4.35","4.14","4.6","5.28","5.85","5.93","5.62","5.61","5.49","5.4","5.5","5.42","6.03","6.57","6.59","6.67","6.1","5.92","5.79","6.33","6.18","6.45","6.92","7.21","7.52","7.39","7.33","7.31","7.17","6.94","6.45","6","5.28","4.63","4.42","3.76","3.57","2.75","1.14","-0.64","-2.98","-4.45","-4.09","-2.53","-1.15","0.95","1.43","1.63","1.77","1.2","1","-0.34","-0.79","-1.44","-2.48","-2.06","-2.57","-2.19","-1.22","-1.33","-0.34","0.38","0.73","0.92","1.21","1.26","1.55","2.19","2.78","3.12","3.52",""
"Q:Quarterly","XM:Euro area","R:Real","628:Index, 2010 = 100","Q:XM:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.79","63.96","64.06","64.87","65.78","66.2","65.87","64.65","62.73","61.41","60.76","60.45","60.36","60.22","59.81","59.02","57.91","57.23","56.78","56.28","55.48","55.04","55.19","55.07","55","55.43","56.2","57.06","57.9","58.81","59.88","60.88","61.81","62.9","64.12","65.42","66.55","67.73","69.19","70.44","71.54","72.77","73.9","74.57","75.34","75.94","76.21","76.65","76.73","76.68","76.9","76.92","76.33","76.07","75.99","76.06","75.88","75.79","75.69","75.66","75.21","74.88","74.88","74.91","74.7","74.81","75.26","75.06","74.22","75.2","75.49","75.18","74.86","75.79","76.87","76.84","77.49","78.18","79.51","79.7","80.48","81.3","82.18","82.17","83.18","83.28","84.73","84.84","86.02","86.93","88.46","88.48","89.23","90.31","91.73","92.18","93.15","93.98","95.91","96.61","98.14","98.92","100.63","101.3","102.79","103.25","104.84","105.49","106.22","106.02","107.46","106.39","106.44","105.12","104.66","103.34","102.3","100.28","100.76","100.3","99.99","99.62","100.48","99.91","99.31","98.12","98.82","96.73","95.94","94.39","93.97","92.6","91.77","91.04","91.6","90.63","90.87","90.87","91.95","91.31","92.26","91.84","93.29","93.16","94.78","94.79","96.31",""
"Q:Quarterly","XM:Euro area","R:Real","771:Year-on-year changes, in per cent","Q:XM:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53","3.49","2.82","-0.34","-4.64","-7.23","-7.75","-6.49","-3.78","-1.94","-1.57","-2.37","-4.05","-4.97","-5.06","-4.65","-4.2","-3.82","-2.8","-2.16","-0.87","0.7","1.83","3.62","5.27","6.1","6.54","6.7","6.77","6.95","7.08","7.46","7.66","7.68","7.92","7.67","7.5","7.44","6.81","5.87","5.32","4.36","3.12","2.78","1.83","0.97","0.91","0.35","-0.52","-0.8","-1.19","-1.11","-0.58","-0.37","-0.39","-0.53","-0.88","-1.2","-1.08","-1","-0.69","-0.09","0.5","0.21","-0.63","0.51","0.31","0.15","0.86","0.79","1.83","2.22","3.52","3.15","3.44","3.73","3.86","3.98","3.36","3.09","3.36","2.44","3.1","3.25","3.41","4.39","4.41","4.28","3.73","3.89","3.69","4.19","4.39","4.06","4.56","4.8","5.36","5.25","4.92","4.86","4.74","4.37","4.19","4.14","3.34","2.68","2.49","0.85","0.2","-0.85","-2.6","-2.87","-3.89","-4.61","-3.72","-2.94","-2.26","-0.65","-0.28","-0.38","-0.68","-1.51","-1.65","-3.19","-3.39","-3.8","-4.9","-4.27","-4.34","-3.55","-2.53","-2.13","-0.99","-0.19","0.38","0.75","1.53","1.07","1.45","2.02","2.74","3.21","3.25",""
"Q:Quarterly","ZA:South Africa","N:Nominal","628:Index, 2010 = 100","Q:ZA:N:628","0.9","0.93","0.91","0.94","1.04","1.09","1.12","1.12","1.09","1.1","1.16","1.2","1.22","1.26","1.29","1.32","1.38","1.45","1.48","1.51","1.51","1.55","1.57","1.59","1.61","1.6","1.65","1.72","1.78","1.83","1.94","2.02","2.02","2.05","2.06","2.07","2.19","2.23","2.24","2.29","2.34","2.39","2.39","2.38","2.38","2.42","2.42","2.44","2.47","2.48","2.53","2.61","2.68","2.76","2.88","2.99","3.1","3.31","3.62","3.96","4.3","4.67","5.04","5.34","5.56","5.74","5.9","6.07","6.43","6.83","7.17","7.57","7.74","7.73","7.63","7.41","7.2","7.06","6.96","6.94","6.86","6.74","6.7","6.74","6.98","7.27","7.54","7.88","8.18","8.36","8.66","8.96","9.24","9.66","10.02","10.25","10.68","11.17","11.43","11.66","12.02","12.53","13.02","13.39","13.45","13.21","13.1","13.44","13.65","13.76","14.07","14.35","14.74","15.31","15.75","16.01","16.35","16.64","16.7","16.8","17.02","17.17","17.27","17.43","17.65","18.18","19.11","20.12","20.75","21.17","21.73","21.75","21.7","22.19","22.5","23.2","24.71","25.79","26.65","27.78","28.54","29.33","30.46","31.58","32.46","33.63","35.3","36.85","38.61","40.72","42.7","45.47","49.36","53.39","57.53","61.21","63.98","66.61","69.29","71.92","74.46","77.08","79.41","82.47","86.06","89.14","91.3","92.49","93.41","94.07","93.54","92.84","91.35","90.34","93.77","97.09","100.69","101.46","98.82","99.02","100.53","102.3","103.04","101.39","99.11","100.24","103.72","106.6","109.49","111.71","113.49","115.87","118.87","121.95","124.61","126.85","127.84","129.56","131.71","133.39","135.92","136.69","138.27",""
"Q:Quarterly","ZA:South Africa","N:Nominal","771:Year-on-year changes, in per cent","Q:ZA:N:771","","","","","16.38","17.25","22.72","18.52","5.06","1.74","3.77","7.44","11.53","13.69","11.09","10.06","13.2","15.59","15.37","13.89","9.61","6.88","5.97","5.83","6.16","3.39","4.67","7.78","10.96","14.33","17.92","17.73","12.98","12.12","6.28","2.51","8.58","8.63","8.55","10.56","6.74","6.98","6.75","3.8","2.09","1.44","1.3","2.71","3.74","2.23","4.45","6.91","8.19","11.4","13.76","14.41","15.97","19.9","25.85","32.55","38.57","41.27","39.12","34.84","29.32","22.8","17.04","13.63","15.51","18.96","21.52","24.69","20.51","13.23","6.4","-2.04","-7.01","-8.59","-8.7","-6.41","-4.7","-4.53","-3.8","-2.8","1.69","7.85","12.62","16.91","17.22","14.85","14.85","13.68","12.91","15.67","15.63","14.34","15.65","15.54","14.14","13.83","12.56","12.2","13.87","14.81","11.85","5.44","0.64","0.34","1.49","4.19","7.4","6.81","7.99","11.23","11.88","11.55","10.95","8.7","6.09","4.94","4.1","3.17","3.37","3.79","3.66","5.88","10.66","15.39","17.62","16.46","13.73","8.14","4.55","4.83","3.54","6.67","13.88","16.21","18.46","19.72","15.5","13.75","14.3","13.68","13.72","14.64","15.87","16.69","18.95","21.09","20.98","23.4","27.86","31.12","34.72","34.62","29.6","24.76","20.44","17.5","16.38","15.73","14.59","14.66","15.59","15.65","14.97","12.15","8.54","5.52","2.45","0.38","-2.21","-3.97","0.25","4.58","10.22","12.32","5.39","1.99","-0.16","0.82","4.27","2.39","-1.42","-2.01","0.66","5.14","10.48","11.44","9.42","8.7","8.56","9.17","9.8","9.48","7.55","6.24","5.7","5.16","6.32","5.5","4.98",""
"Q:Quarterly","ZA:South Africa","R:Real","628:Index, 2010 = 100","Q:ZA:R:628","46.45","47.77","46.53","47.55","52.21","53.83","54.9","55.05","53.71","53.9","55.99","57.67","58.16","59.22","60.42","61.33","63.5","65.87","66.71","66.99","66.84","66.64","66.56","66.46","66.47","65.31","65.43","66.82","67.57","67.85","70.59","71.63","69.85","69.04","66.38","64.55","66.67","66.12","64.23","64.31","64.23","63.38","61.64","60.43","58.93","57.72","56.47","55.73","55.27","53.97","52.58","53.04","53.16","53.4","52.49","53.22","54.39","56.12","58.85","61.37","64.97","69.02","70.73","72.3","73.47","72.73","72.7","72.14","74.41","76.88","78.75","81.3","81.41","78.19","75.03","70.59","65.77","61.49","58.88","56.27","52.56","50.02","47.57","45.99","45.86","46.05","46.22","46.7","47.32","46.91","47.2","47.24","47.03","47.24","47.32","46.95","47.25","47.89","47.52","46.63","46.48","46.68","46.82","46.11","44.87","42.79","41.28","41.76","41.63","40.3","40.52","40.75","40.99","41.83","41.55","41.4","41.36","41.1","40.91","40.77","40.42","39.97","39.3","38.77","38.23","38.69","40.04","41.85","42.62","42.86","42.26","41.49","41.08","41.88","42.35","43.41","45.51","46.38","47.06","48.56","48.94","49.58","51.33","52.92","52.66","52.76","53.87","54.77","56.59","59.28","62.25","67.08","72.04","77.2","82.81","87.54","90.77","93.34","96","99.24","101.81","103.84","104.56","107.82","111.09","112.25","112.38","111.51","109.74","106.09","101.5","100.72","97.77","94.66","96.49","99.45","101.99","101.72","98.29","98.05","98.08","98.03","97.19","94.65","91.11","90.83","93.08","94.19","95.23","95.8","95.86","97.13","97.6","98.24","99.09","100.62","100.81","99.78","100.01","100.88","100.64","99.12","99.02",""
"Q:Quarterly","ZA:South Africa","R:Real","771:Year-on-year changes, in per cent","Q:ZA:R:771","","","","","12.41","12.69","17.99","15.77","2.86","0.14","1.98","4.77","8.29","9.85","7.91","6.35","9.18","11.23","10.42","9.22","5.26","1.16","-0.23","-0.78","-0.56","-1.99","-1.7","0.54","1.67","3.9","7.89","7.2","3.37","1.75","-5.96","-9.89","-4.56","-4.23","-3.24","-0.37","-3.66","-4.15","-4.03","-6.04","-8.26","-8.92","-8.38","-7.78","-6.2","-6.5","-6.89","-4.83","-3.83","-1.06","-0.17","0.34","2.32","5.1","12.12","15.31","19.44","22.97","20.19","17.82","13.08","5.38","2.78","-0.23","1.29","5.71","8.32","12.7","9.4","1.69","-4.73","-13.18","-19.21","-21.35","-21.52","-20.28","-20.08","-18.66","-19.22","-18.26","-12.76","-7.94","-2.83","1.53","3.18","1.86","2.13","1.16","-0.6","0.7","0.24","-0.61","0.48","1.39","0.43","-0.69","-1.65","-2.54","-1.48","-1.12","-3.46","-8.32","-11.83","-9.43","-7.23","-5.83","-1.83","-2.42","-1.53","3.8","2.52","1.59","0.9","-1.76","-1.52","-1.53","-2.26","-2.75","-3.96","-4.91","-5.43","-3.2","1.88","7.95","11.49","10.79","5.56","-0.86","-3.61","-2.29","0.2","4.62","10.79","10.75","11.12","11.87","7.52","6.9","9.09","8.99","7.6","6.42","4.95","3.49","7.47","12.34","15.56","22.48","27.3","30.23","33.02","30.49","26","20.91","15.93","13.36","12.17","11.25","8.91","8.65","9.11","8.1","7.48","3.42","-1.21","-5.49","-9.68","-9.68","-10.9","-10.78","-4.93","-1.26","4.31","7.47","1.87","-1.41","-3.84","-3.63","-1.13","-3.47","-7.11","-7.35","-4.23","-0.48","4.52","5.48","2.99","3.12","2.5","2.55","3.36","3.6","3.28","1.57","0.94","0.26","-0.17","-0.66","-0.99",""
